dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_sm_ips_ports,attack_cat,label
374.54011884736246,tcp,-,CON,70,38,45337,84540,154.79113600679096,111,138,1042.9636125537256,2431.728674559306,5,6,5.005420558023951,4.0292768246140165,0.2895942306627455,0.5804247428151784,45954,346471,154451,64449,0.730420900080599,0.5454322938865218,0.8856551135404577,134,359,9,3296,98,56,8,1,0,71,94,7,95,53,74,1,Shellcode,1
950.7143064099162,udp,ftp,CON,31,70,15586,63543,229.870434548176,209,214,5997.205659442991,253.23143959037563,4,5,8.615190403608661,8.509248135248493,0.8164239301524461,0.9627899676528647,49688,461001,405453,54646,0.5348308066966375,0.7096111847918404,0.624944386428532,48,457,4,3246,28,83,1,1,4,81,4,86,19,4,47,1,Shellcode,1
731.9939418114051,tcp,http,INT,80,45,95651,47001,549.3256690120226,186,24,9605.278153411122,5025.681842101491,0,2,3.4697331551431967,9.992301641504616,0.21897427154966254,0.7698763898318197,40403,752758,775932,23927,0.6306293573340764,0.3776152286444734,0.6507498835468253,124,828,0,490,86,69,6,1,0,48,83,4,1,9,49,1,Worms,1
598.6584841970366,icmp,dns,FIN,75,71,82928,78294,389.9835813102194,114,139,792.3090736796922,8611.198937823072,6,2,8.381067258825054,8.982936022863843,0.14469313676316997,0.25212730036075537,6850,760571,646664,10483,0.7920549286615828,0.44766539977531516,0.2561318315952408,519,439,8,1098,68,17,3,1,4,3,65,54,43,60,18,1,Analysis,1
156.01864044243652,icmp,ssh,RST,17,41,43293,42191,745.2022852872185,1,64,2581.1346353774734,1575.0676206814862,1,8,3.474647315972701,0.5574953594708221,0.0911261980078506,0.09748544321375874,23498,130699,366347,18038,0.8612214930595915,0.47460594078093765,0.31677264818678164,99,582,4,3687,14,20,4,1,1,57,6,9,20,76,45,0,Analysis,1
155.99452033620264,udp,http,CON,49,25,44180,56957,583.5724775416182,98,3,7553.567804266023,5933.80479342544,1,4,6.083179233358239,1.4825618519225747,0.979863513713583,0.8970663565078871,65093,29206,603655,14159,0.5003596534595166,0.49593225052342194,0.08467827908164527,498,599,8,267,16,20,2,1,2,98,95,12,3,52,23,1,Generic,1
58.08361216819946,icmp,http,REQ,3,89,88153,80614,381.3351276089127,78,179,4583.156088503417,7203.659353342608,2,6,4.684649380353919,5.418559220756785,0.5704159634795299,0.5787465567818725,10797,318111,888885,58727,0.16590810327039607,0.29062522134707536,0.8936479144512552,350,649,0,1722,1,68,8,1,2,87,65,33,77,84,79,0,Generic,1
866.1761457749352,tcp,dns,INT,83,50,76918,32802,326.7299348347149,206,126,3389.55658302169,3676.8675819221753,8,1,8.929391994383792,9.61601331014473,0.514270397861803,0.1452584112289349,7512,862489,10643,42824,0.6878868903796258,0.6816312325586904,0.8194344798914773,83,480,9,1277,77,89,6,1,3,12,42,37,55,71,71,1,Backdoors,1
601.1150117432088,tcp,ftp,CON,88,1,58039,46031,913.2427819679872,107,192,6011.905812470787,7029.445551651696,0,9,0.6652088803387779,4.063243800694089,0.007200132563131789,0.8364084077027077,41051,711481,199483,13148,0.1833228593242614,0.5396255373951196,0.9795142003091131,136,651,9,2057,15,72,4,1,2,33,60,81,86,81,93,0,Generic,1
708.0725777960455,tcp,ftp,FIN,55,54,44807,81940,40.08266196064514,115,197,2939.710517571825,8373.166411323202,7,6,9.487931515820073,2.7704188713067013,0.4842923249893769,0.6324774766593736,2307,740507,893507,37199,0.2205292268402943,0.6301101211762271,0.639980785777114,564,857,1,2272,35,37,7,0,1,50,10,12,0,67,28,0,Reconnaissance,1
20.584494295802447,tcp,ftp,FIN,72,86,27740,44431,691.0310391841052,255,161,3288.5731630202586,105.0972773348724,1,7,4.6209449471807185,9.649789625897379,0.6627130296492809,0.8896155238929456,18653,187923,112739,63947,0.7836521728727465,0.10123090681935942,0.8684052549165545,835,743,0,2045,53,77,2,1,3,67,38,77,9,92,94,1,Fuzzers,1
969.9098521619943,udp,ssh,REQ,40,84,6772,23671,391.8985788955002,108,218,8061.115323417451,7352.280761831285,8,3,4.8139298206387195,7.087857373052554,0.4099481997034038,0.7613465301118748,4993,853686,623731,29645,0.47699891195200683,0.12389419324433226,0.42973082645545513,278,497,2,140,19,17,3,1,0,36,61,35,11,46,62,1,Analysis,1
832.4426408004217,icmp,ssh,CON,66,13,97257,40668,377.3576745634003,246,108,3915.838822883281,5998.390665176172,4,0,8.278169877388473,7.704350194078091,0.1289185186713061,0.5211126110886485,62126,85636,643761,2535,0.3902930188548057,0.39843700763674916,0.2752326982783896,422,84,8,152,23,97,2,0,2,53,12,2,84,55,55,0,DoS,1
212.33911067827614,icmp,dns,REQ,87,40,39358,27573,651.8767732847808,225,15,7005.57337449257,8448.36196944473,8,9,6.66181977999174,1.1073909816511818,0.2676980012746163,0.5638030952113758,8391,307042,330041,47867,0.3708820964889521,0.6164128860405844,0.017679673860420242,870,786,4,1830,15,17,4,0,4,19,45,16,55,63,26,0,Exploits,1
